product_category,GRADE,total_production,total_profit,profit_margin_percentage,performance_status
536,S48CSS1V,48.1300240186809,11166.165572333968,23.84,"TOP Performer"
537,15B41,55.2628994317342,15694.663438612512,29.31,"LOW Performer"
537,SCM420HV,56.4569517107362,15582.118672163191,20.04,"LOW Performer"
537,S48C,62.6025033240292,9640.785511900496,14.38,"LOW Performer"
537,38MNSIVS6,62.7570815557518,24161.476398964445,31.1,"TOP Performer"
537,AISI410,53.0491164269503,23925.151508554583,31.12,"TOP Performer"
537,S53CG,62.7570815557518,20584.322750286592,34.97,"TOP Performer"
538,DY7,52.7601564274787,16619.44927465579,34.13,"TOP Performer"
538,AISI434MO,55.1684377606377,16605.699765951947,28.03,"TOP Performer"
538,GRADE2,53.9593369446691,15810.085724788045,33.64,"TOP Performer"
539,SCM415,55.4996152576298,21256.352643672213,38.19,"TOP Performer"
539,C38N,51.5773511821485,16092.133568830332,43.03,"TOP Performer"
540,44MNSIVS6,56.6395147922322,18521.12133705993,26.89,"TOP Performer"
541,45C8,55.6065360215938,13345.568645182511,23.44,"LOW Performer"
541,GRADE3,60.0382503656601,20473.043374690093,36.79,"TOP Performer"
541,DY7,60.9181880067424,17788.11089796878,26.79,"TOP Performer"
541,SCR420HV,53.063296542753,15282.229404312864,22.64,"TOP Performer"
542,100CR6,50.9078980195558,12930.606096967174,34.23,"LOW Performer"
542,16MNCR5,50.6949518312486,12116.093487668415,22.53,"LOW Performer"
542,38MNS6,56.8204148232364,11761.825868409935,25.59,"LOW Performer"
542,38MNVS6,52.675381843871,20438.048155421948,35.89,"TOP Performer"
542,41CR4,57.9119292340897,19110.9366472496,41.83,"TOP Performer"
542,20MNCR5,49.0457673049039,15253.233631825113,36.72,"TOP Performer"
543,SCM420HV,61.3228021190333,15453.34613399639,18.78,"TOP Performer"
544,S48CS1V,57.0805186364953,8619.15831411079,15.75,"LOW Performer"
544,C45MOD2,49.1438643962884,8059.593760991298,21.98,"LOW Performer"
544,C45RPB,48.1300240186809,7604.543794951582,26.25,"LOW Performer"
544,AISI420,54.2159558478314,26945.330056372208,34.54,"TOP Performer"
544,52CRMOV4,59.1187598281795,26721.679442337132,26.23,"TOP Performer"
544,AISI410,53.5876092644557,26686.629413698938,42.78,"TOP Performer"
